date	open	high	low	close	volume	split	dividend	absoluteChange	percentChange
2010-01-04	25.4362823326	25.8350213817	25.4113602594	25.710416	38409100				
2010-01-05	25.6273449395	25.835021965	25.4528954074	25.718722	49749600				
2010-01-06	25.6522650594	25.8184075086	25.3532109769	25.560888	58182400				
2010-01-07	25.4445877938	25.5027390211	25.0790778981	25.295062	50559700				
2010-01-08	25.153841757	25.6522649488	25.1206126027	25.46951	51197400				
2010-01-11	25.5110447306	25.552580966	25.0209286166	25.145534	68754700				
2010-01-12	25.0458486465	25.2535256668	24.846478707	24.979392	65912100				
2010-01-13	25.1372272705	25.3532113779	24.9295502442	25.211991	51863500				
2010-01-14	25.1787617339	25.835021965	25.1372271595	25.718722	63228100				
2010-01-15	25.8184069456	25.9513202375	25.5110441275	25.635652	79913200				
2010-01-19	25.544274164	25.9513211344	25.4861245968	25.835022	46575700				
2010-01-20	25.5941149457	25.7021086568	25.1787609084	25.41136	54849500				
2010-01-21	25.4279756891	25.5193519184	24.921242919	24.92955	73086700				
2010-01-22	24.9212422279	25.0873846735	23.9576208618	24.057305	102004600				
2010-01-25	24.2899043533	24.6388017483	24.1736052217	24.356361	63373000				
2010-01-26	24.2566774002	24.7966368356	24.1652986783	24.505889	66639900				
2010-01-27	24.3812824115	24.7717152133	24.1071487422	24.647109	63949500				
2010-01-28	24.7883295034	24.8132515769	23.9991559841	24.223448	117513700				
2010-01-29	24.8381719163	24.8547860781	22.9773857928	23.409354	193888500				
2010-02-01	23.5838020074	23.6585665667	23.1933700331	23.600417	85931100				
2010-02-02	23.5671889346	23.6751801537	23.3761244158	23.641951	54413700				
2010-02-03	23.4758108346	23.916086957	23.3595125317	23.783172	61397900				
2010-02-04	23.5754945335	23.6751803341	23.1019909268	23.126913	77850000				
2010-02-05	23.259826838	23.4924259371	22.9026223544	23.276441	80960100				
2010-02-08	23.2681341828	23.3262837506	22.9026226141	23.027228	52820600				
2010-02-09	23.2349048451	23.5422676744	23.0521498929	23.268134	59195800				
2010-02-10	23.2847481537	23.4591960186	23.1269127889	23.251519	48591300				
2010-02-11	23.2016766344	23.5921094313	23.010614607	23.359512	65993700				
2010-02-12	23.1019911983	23.3096682212	22.9109291679	23.201677	81117200				
2010-02-16	23.4770917718	23.6773956886	23.3852874095	23.660703	51935600		$0.130		
2010-02-17	23.8109302732	23.9110805614	23.6690495159	23.861005	45882900				
2010-02-18	23.8610056045	24.2282272318	23.7942381876	24.17815	42856500				
2010-02-19	24.0279246886	24.1364209051	23.9444654185	24.011232	44451800				
2010-02-22	24.069653196	24.1531132996	23.9110805848	23.977848	36707100				
2010-02-23	23.9361184426	24.0613073466	23.4437087536	23.644011	52266200				
2010-02-24	23.8025836382	24.0279245003	23.6857398265	23.894388	43165900				
2010-02-25	23.5939364	23.9110816364	23.3852882182	23.869352	48735300				
2010-02-26	23.9110811458	24.0779996878	23.7942381664	23.927773	40370600				
2010-03-01	24.0112328177	24.2449179473	23.8109313973	24.219881	43805400				
2010-03-02	24.2699552997	24.453564856	23.5688974437	23.752507	93123900				
2010-03-03	23.7942374689	23.877697572	23.6607026392	23.752507	48442100				
2010-03-04	23.752507242	23.9110806885	23.5939354647	23.894388	42890600				
2010-03-05	23.9194264883	23.9361183421	23.7191242427	23.861005	56001800				
2010-03-08	23.8025836382	24.1447666428	23.7858917843	23.894388	39414500				
2010-03-09	23.8359667514	24.294994407	23.8276208244	24.036269	50271600				
2010-03-10	24.086346471	24.2949946487	24.0362692391	24.17815	44891400				
2010-03-11	24.1113822823	24.3617617616	24.0779994088	24.353415	35349700				
2010-03-12	24.4702586361	24.5203333649	24.2365735083	24.428529	31700200				
2010-03-15	24.3534149685	24.511988416	24.2115342096	24.445221	37512000				
2010-03-16	24.5537167997	24.6121382876	24.3701072435	24.511988	36723500				
2010-03-17	24.620484783	24.9292849183	24.5370255126	24.728981	50385700				
2010-03-18	24.7289801844	24.8040935253	24.6204839709	24.71229	43845200				
2010-03-19	24.837478759	24.9543217371	24.4952957519	24.695598	81332100				
2010-03-22	24.6204847297	24.7874041049	24.5286786978	24.703944	37718200				
2010-03-23	24.695597952	24.9543216886	24.5453712662	24.937629	42026600				
2010-03-24	24.8040936531	24.9125915363	24.7039433659	24.745673	33987700				
2010-03-25	24.8959003136	25.5134989134	24.8708616979	25.046127	73168700				
2010-03-26	25.112893854	25.2046998838	24.6955975121	24.754019	55595500				
2010-03-29	24.7957482894	24.8875543211	24.6622134574	24.695598	33336000				
2010-03-30	24.7289811859	24.9209391786	24.6204849681	24.845825	34954800				
2010-03-31	24.7373267756	24.8040941916	24.3450690415	24.445221	63760000				
2010-04-01	24.4952956121	24.6538690589	23.886043779	24.336723	74768100				
2010-04-05	24.3116851842	24.5620638357	24.2282275811	24.428529	34331200				
2010-04-06	24.3283772408	24.6872521023	24.1864964816	24.470258	47366800				
2010-04-07	24.3367233853	24.6705596342	24.3200306966	24.495296	58318800				
2010-04-08	24.4702583717	25.0210895628	24.4535656828	24.971014	63713800				
2010-04-09	24.9960526754	25.3799644901	24.954322205	25.321543	54752500				
2010-04-12	25.2464285125	25.4467307553	25.2130439708	25.30485	37068800				
2010-04-13	25.1629693608	25.4550767995	25.1462766726	25.413348	41374600				
2010-04-14	25.6971100536	25.8723736859	25.5886121681	25.722147	68941200				
2010-04-15	25.7221465312	25.8306444147	25.6303405013	25.763877	52745400				
2010-04-16	25.6971099582	25.8556817359	25.5385365112	25.596958	88703100				
2010-04-19	25.6804171385	26.0810216308	25.6720712116	25.905758	64970300				
2010-04-20	26.0559833524	26.2395954162	25.9808700091	26.172828	52199500				
2010-04-21	26.147789	26.2896697574	26.0643297309	26.147789	55343100				
2010-04-22	25.9057582244	26.3147086471	25.7889144119	26.197864	84847600				
2010-04-23	25.9725255004	26.3564373054	25.5802660992	25.838989	126766600				
2010-04-26	25.872372971	26.106059755	25.7555308309	25.964179	63649300				
2010-04-27	25.8306451053	26.0810220827	25.6637257293	25.747185	68730900				
2010-04-28	25.8056059269	25.872373342	25.5552289549	25.79726	64557900				
2010-04-29	25.8139525103	26.2312488652	25.5969584058	25.872374	52665200				
2010-04-30	25.9307952983	25.9391412253	25.4717693113	25.488462	63214800				
2010-05-03	25.5969575558	25.9224478672	25.5218442145	25.755531	43989500				
2010-05-04	25.4717689848	25.496805931	24.8291326113	25.146277	82085600				
2010-05-05	24.8458245843	25.1128942472	24.7790580031	24.912592	66833800				
2010-05-06	24.6955975376	24.9376285816	23.2934818275	24.186496	128613000				
2010-05-07	24.1447665727	24.1614592611	22.8010723389	23.543859	173718100				
2010-05-10	24.211533653	24.6037922127	23.9611550144	24.153113	86653300				
2010-05-11	23.936118297	24.7456732045	23.8443131013	24.103036	63789400				
2010-05-12	24.1864965222	24.6872521438	24.13642096	24.57041	47146800				
2010-05-13	24.4201818536	24.8124404138	24.3534144391	24.40349	45188800				
2010-05-14	24.3701078654	24.3784521232	23.9027342805	24.144767	63334000				
2010-05-17	24.3033396824	24.3951440427	23.7441625867	24.153113	46053300				
2010-05-18	24.2034146702	24.3124004545	23.8093852727	23.977057	52690600		$0.130		
2010-05-19	23.9099884193	24.0525102265	23.2979874503	23.675248	61746700				
2010-05-20	23.1806158159	23.3399039535	22.6692178967	22.727903	87991100				
2010-05-21	22.3254898464	22.7279036722	22.1662033808	22.501546	117596300				
2010-05-24	22.5099300228	22.5183144478	22.0152984134	22.023682	73711700				
2010-05-25	21.5038993671	22.0739832489	21.2775416933	21.85601	98373600				
2010-05-26	21.990147561	22.3087246888	20.5900877662	20.96735	176684100				
2010-05-27	21.5709681635	22.0991349537	21.5709681635	21.797325	136433600				
2010-05-28	21.6631871838	21.8979284406	21.5122826292	21.629652	67496900				
2010-06-01	21.4032975573	22.0572156393	21.3949131323	21.705105	76152400				
2010-06-02	21.8476255406	22.1997370113	21.570968025	22.182969	65718800				
2010-06-03	22.2584211438	22.5769982667	22.1410517721	22.518314	67837000				
2010-06-04	21.8811603381	22.2751888959	21.4787490323	21.62127	89832200				
2010-06-07	21.6464202441	21.6548038306	21.1601722293	21.202091	80456200				
2010-06-08	21.1685553696	21.1769389559	20.6655401925	21.051186	87355000				
2010-06-09	21.1434035294	21.3949119534	20.7493758169	20.782911	87794000				
2010-06-10	21.0679517848	21.084719796	20.7745279376	20.958966	78930900				
2010-06-11	20.9925014744	21.5625836807	20.7661438001	21.512283	68057700				
2010-06-14	21.6799549442	21.7637891303	21.3529934028	21.378145	50972400				
2010-06-15	21.5877353179	22.3422581057	21.5793517314	22.283573	81641500				
2010-06-16	22.1913519553	22.2835722424	21.9901467238	22.065599	48698000				
2010-06-17	22.2668044636	22.3590247516	21.830859651	22.107518	47995500				
2010-06-18	22.1075178959	22.2416552766	21.9398453317	22.166203	52075600				
2010-06-21	22.4512446537	22.5434624251	21.7051038061	21.755407	54625300				
2010-06-22	21.9314628824	22.1745877359	21.5961194133	21.604503	55985400				
2010-06-23	21.6128872498	21.6128872498	21.1434047201	21.218857	61466200				
2010-06-24	21.344610136	21.5625833824	20.9002808952	20.958966	85243400				
2010-06-25	21.0008828102	21.0511860046	20.380497425	20.564938	156256700				
2010-06-28	20.5481705688	20.6320072724	20.2212115328	20.380498	73784800				
2010-06-29	20.2295930827	20.288279864	19.3744689492	19.542139	119882100				
2010-06-30	19.533756176	19.852333309	19.2403323182	19.290633	81050500				
2010-07-01	19.3577008955	19.5505233817	19.0558917867	19.416386	92239400				
2010-07-02	19.5840591177	19.6846613184	19.3241662566	19.508606	62485100				
2010-07-06	19.8691008006	20.196059835	19.7684969244	19.969703	73592000				
2010-07-07	19.9697026934	20.3888820111	19.7936482183	20.372114	79965300				
2010-07-08	20.6236221385	20.6403901493	20.0954553673	20.464334	50758100				
2010-07-09	20.3972665204	20.4643352143	20.2463619592	20.346965	53806100				
2010-07-12	20.4811015445	20.86674568	20.4727179581	20.816445	49854200				
2010-07-13	21.0763355865	21.2104729703	20.8751303492	21.067952	61928700				
2010-07-14	21.3781446785	21.4703649645	21.0595692432	21.327844	72808100				
2010-07-15	21.3781454136	21.4535976915	20.9421989189	21.386529	56934700				
2010-07-16	21.3865292024	21.4955149887	20.8583624135	20.866746	65064800				
2010-07-19	20.9254303341	21.2104722651	20.8835132414	21.151788	38181800				
2010-07-20	20.8415964851	21.361378	20.7074591037	21.361378	45530700				
2010-07-21	21.4619813112	21.5038992435	20.9421989513	21.05957	73297300				
2010-07-22	21.3865286521	21.7889407945	21.3529934685	21.663187	73016400				
2010-07-23	21.663187598	21.8140921555	21.1685559926	21.638036	108520100				
2010-07-26	21.6799557602	21.9649977043	21.6296525639	21.881161	67249900				
2010-07-27	21.9146939889	21.9985306911	21.7637894338	21.931462	60672100				
2010-07-28	21.8560091959	21.9566130685	21.6548031274	21.755407	69704800				
2010-07-29	21.9063101864	22.1410514414	21.4619809504	21.822476	69446200				
2010-07-30	21.5877353192	21.663187598	21.2523918579	21.638036	83534800				
2010-08-02	21.7889410623	22.1159000937	21.5877349886	22.073983	55044600				
2010-08-03	21.9649971839	22.0907501414	21.7721730202	21.931462	56877700				
2010-08-04	21.9230776156	21.9985298904	21.3278438419	21.570967	78531900				
2010-08-05	21.3697611959	21.4452134716	21.1350199443	21.269159	64922100				
2010-08-06	21.1098711331	21.4284465866	20.975733747	21.420063	55982100				
2010-08-09	21.4200618063	21.5709671956	21.2691589321	21.470365	57096500				
2010-08-10	21.2356242453	21.2440078317	20.8583620208	21.017651	87257700				
2010-08-11	20.690690611	20.8751295062	20.5900867389	20.841596	76746900				
2010-08-12	20.4727178955	20.6906911409	20.4224172157	20.531403	70240500				
2010-08-13	20.4140330676	20.6823078348	20.3218136164	20.455951	45263500				
2010-08-16	20.4224176269	20.6320072902	20.372114431	20.539787	40909700				
2010-08-17	20.826348	21.0370556977	20.7336374558	20.826348	52912600		$0.130		
2010-08-18	20.8010636906	21.0286288444	20.5734993795	20.91906	46818900				
2010-08-19	20.7504945396	20.8516333899	20.4049322359	20.598785	54064600				
2010-08-20	20.4892146169	20.565070227	20.3965049204	20.421789	49560100				
2010-08-23	20.5987849236	20.7673493925	20.4302179263	20.463932	51643000				
2010-08-24	20.3037936966	20.5229297016	20.2279389256	20.261653	66522500				
2010-08-25	20.2279389212	20.4133608518	20.1183717615	20.312222	47404800				
2010-08-26	20.3037933086	20.3880772286	20.0509449197	20.076229	49105300				
2010-08-27	20.1267986173	20.2447957718	19.8149520648	20.168941	60939400				
2010-08-30	20.0088029217	20.0762293848	19.8908066113	19.924519	45453100				
2010-08-31	19.8908068466	20.0003748505	19.654814223	19.781238	66074600				
2010-09-01	19.9498039268	20.1857973805	19.8402367717	20.143655	65235900				
2010-09-02	20.1267974693	20.1857973075	19.9835162418	20.177369	48837100				
2010-09-03	20.4302176192	20.6072129216	20.3965052316	20.47236	64189100				
2010-09-07	20.3122221541	20.4807874702	20.160512611	20.194225	51928700				
2010-09-08	20.2869373117	20.3965061583	20.0088031483	20.168941	65512400				
2010-09-09	20.388077383	20.4049323129	20.2195103844	20.236367	46028900				
2010-09-10	20.2110820008	20.2532243825	20.0509449963	20.101514	58284300				
2010-09-13	20.3965050166	21.3151905352	20.3037927912	21.163481	114680400				
2010-09-14	21.1044833077	21.3657600034	20.9780570066	21.096055	87160400				
2010-09-15	21.1550525416	21.2561913922	21.0033430015	21.17191	56201900				
2010-09-16	21.1213388429	21.3826180746	21.112910535	21.348904	44548300				
2010-09-17	21.4079023873	21.5174712345	21.1381965305	21.256192	70341600				
2010-09-20	21.3067632243	21.5090417711	21.1634819899	21.433187	49838700				
2010-09-21	21.4247583093	21.4247583093	21.1381958457	21.197194	52675700				
2010-09-22	20.9780569289	21.0454833902	20.5313583084	20.742066	94299400				
2010-09-23	20.6577824625	20.7252089251	20.5313586881	20.590356	46201800				
2010-09-24	20.7673490084	20.9022019295	20.7167800058	20.885347	51948800				
2010-09-27	20.9443446927	21.0623410008	20.7252086919	20.843205	43603300				
2010-09-28	20.9022028525	20.9864867747	20.5229298379	20.801064	56041200				
2010-09-29	20.758921158	20.7842069241	20.5650709224	20.649354	44318900				
2010-09-30	20.7420665374	20.9274884679	20.5313588404	20.640926	61262700				
2010-10-01	20.8769188539	20.9190603937	20.4807875362	20.548214	62672300				
2010-10-04	20.1942246963	20.2195104626	20.0425168412	20.152084	98143400				
2010-10-05	20.2785082249	20.6072139229	20.1520844476	20.52293	78152900				
2010-10-06	20.497644614	20.6830682288	20.3375059226	20.590356	50489700				
2010-10-07	20.7504947707	20.8600619299	20.4639323037	20.67464	50096100				
2010-10-08	20.7504943813	20.7757784615	20.539786689	20.708352	41327800				
2010-10-11	20.8516336177	20.8516336177	20.6493542294	20.725209	27587800				
2010-10-12	20.7757784615	21.0117710769	20.5903556923	20.927488	50141500				
2010-10-13	21.08762615	21.5258989991	20.9780573056	21.357332	75336500				
2010-10-14	21.3151906883	21.3573313833	21.0707689259	21.26462	51949100				
2010-10-15	21.3741894593	21.5343256222	21.2646206149	21.525899	68954800				
2010-10-18	21.5680389272	21.8714588405	21.4500434648	21.76189	48330500				
2010-10-19	21.2983342355	21.382618158	21.0286292233	21.155053	66150900				
2010-10-20	21.2899063022	21.4079026159	21.1550533724	21.332047	56283600				
2010-10-21	21.4079013847	21.5258985344	21.1129097748	21.424758	50032400				
2010-10-22	21.5090411501	21.5258986082	21.2983334586	21.391044	25837900				
2010-10-25	21.2730486958	21.3657600808	21.2140505417	21.230908	50912400				
2010-10-26	21.1719098405	21.8883143112	21.1213383085	21.829317	69304200				
2010-10-27	21.7366066826	22.0063125325	21.5933254499	21.955741	64805500				
2010-10-28	22.0905931617	22.2338743895	21.8461730865	22.149593	80730300				
2010-10-29	22.8828557762	22.9249981582	22.3181591511	22.478297	114193200				
2010-11-01	22.6552901607	22.9418526213	22.5035823084	22.71429	61912100				
